ID,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
1212,36,131,92407,1,0.9,1,0,0,0,0,1,0
1213,8,44,91101,4,0.2,1,0,0,0,0,0,0
1214,2,78,93943,4,0.2,1,87,0,0,0,0,0
1215,36,15,92521,4,0.4,2,0,0,0,0,0,0
1216,20,38,94550,4,1.9,3,144,0,0,0,1,1
1217,25,84,91107,1,1.3,3,0,0,1,0,1,0
1218,20,122,94305,1,0.3,1,0,0,0,0,1,0
1219,36,98,92122,2,2.8,1,0,0,0,0,0,0
1220,18,80,92407,3,2.67,2,0,0,0,0,0,0
1221,17,165,94143,2,8,1,0,0,0,0,1,0
1222,5,121,94132,2,3.3,1,0,0,0,0,0,1
1223,37,20,90011,3,0.4,2,94,0,0,0,0,0
1224,19,11,96150,1,0.2,1,91,0,0,0,0,0
1225,35,45,94920,1,1.8,3,0,0,0,0,1,0
1226,6,118,94534,2,2.8,2,0,1,0,0,0,0
1227,36,14,90089,2,0.3,1,109,0,0,0,1,1
1228,13,30,92122,3,0.2,2,0,0,0,0,0,0
1229,30,45,92870,1,0.2,1,98,0,0,0,0,0
1230,32,80,94596,3,2.67,1,0,0,0,0,1,0
1231,1,25,94920,4,0.3,2,0,0,0,0,1,1
1232,41,144,94306,1,2.5,1,0,0,1,1,1,1
1233,19,84,92646,4,0.2,3,297,0,0,0,1,0
1234,29,22,93943,2,0.4,1,0,0,0,0,1,0
1235,18,33,90405,3,1.5,1,0,0,0,0,1,1
1236,28,60,94110,4,2.6,3,0,0,0,0,0,0
1237,6,81,95762,4,2.2,2,116,0,0,0,1,0
1238,13,169,92093,1,6.8,3,0,1,0,1,1,1
1239,2,63,91116,2,1.6,3,0,0,0,0,1,0
1240,26,12,90245,2,0.7,3,109,0,0,0,1,1
1241,27,15,91320,4,0.8,1,101,0,0,0,0,0
1242,38,39,92120,1,0.5,3,0,0,1,1,1,1
1243,4,44,91380,4,2,2,0,0,0,0,1,0
1244,10,110,92697,1,4,1,0,0,0,0,1,0
1245,8,130,94720,3,6.3,2,99,1,0,0,0,1
1246,21,41,94025,1,1.4,3,128,0,0,0,1,0
1247,22,59,91775,1,1.4,3,241,0,0,0,1,0
1248,28,39,94606,2,0.8,1,0,0,0,0,1,0
1249,19,35,94305,4,0,2,0,0,0,0,1,0
1250,27,80,90032,1,2.6,2,0,0,0,0,1,1
1251,20,81,94301,1,2.67,2,0,0,0,0,1,0
1252,13,31,95120,2,0.8,3,0,0,0,0,0,0
1253,17,93,92182,4,1.9,3,0,0,0,0,0,0
1254,33,45,92346,4,1.5,1,204,0,0,0,1,0
1255,12,40,91101,2,0.6,3,0,0,0,0,1,1
1256,1,80,95354,2,1.6,3,185,0,0,0,1,1
1257,7,20,92115,1,0.4,3,0,0,0,0,1,0
1258,37,41,93014,1,0.5,3,0,0,0,0,0,1
1259,8,31,91203,1,0.3,1,104,0,0,0,1,1
1260,27,35,95616,4,0.2,2,0,0,0,0,1,0
1261,31,40,91107,3,1.4,3,137,0,0,0,1,1
1262,39,84,94901,1,1.8,3,0,0,0,0,0,0
1263,1,53,94720,2,1.6,3,0,0,0,0,1,0
1264,5,85,92870,4,4,3,0,0,0,0,1,0
1265,33,138,94546,2,3.9,1,0,0,0,0,1,0
1266,2,71,95014,2,1.75,3,108,0,0,0,0,0
1267,39,113,92121,1,0.8,3,0,0,0,0,0,1
1268,23,23,94720,2,1,2,0,0,1,0,0,0
1269,9,62,92677,3,2.3,1,0,0,0,0,0,0
1270,11,14,92673,4,0.2,3,100,0,0,0,1,1
1271,18,60,91311,2,2.2,3,0,0,0,0,0,1
1272,4,94,92115,3,0.8,1,236,0,0,0,1,0
1273,39,83,95616,3,1.8,2,0,0,0,0,1,0
1274,35,130,95741,3,6.3,3,437,1,0,1,1,1
1275,37,61,93117,4,1.7,1,0,0,0,0,0,0
1276,2,92,95616,2,3.1,1,178,0,0,0,1,0
1277,16,20,95351,2,0.8,3,117,0,0,0,1,1
1278,20,194,92110,2,8.8,1,428,0,0,0,0,0
1279,10,74,94305,1,2.5,1,0,0,0,0,0,1
1280,22,84,90024,2,0.4,3,145,0,0,0,0,0
1281,40,98,95064,3,1.8,2,333,0,0,0,0,0
1282,15,52,92093,3,2.33,1,0,0,0,0,1,0
1283,26,55,93955,1,1.3,2,236,0,0,0,0,1
1284,6,64,94305,4,3.4,1,117,0,0,0,0,0
1285,40,128,90740,1,2.5,1,162,0,0,0,1,0
1286,13,113,94720,4,1.7,2,0,1,0,0,0,1
1287,3,50,94010,3,1.1,2,0,0,0,0,0,1
1288,18,54,94010,4,2.2,2,0,0,0,0,0,0
1289,38,129,91326,1,0.9,1,366,0,0,0,1,0
1290,21,82,94523,4,0.4,1,0,0,0,0,0,0
1291,38,100,90277,4,1.7,2,0,0,0,0,1,0
1292,34,44,94111,4,2.2,1,0,0,1,0,0,0
1293,30,164,94610,4,0.5,2,234,1,0,1,1,1
1294,31,81,92373,2,3.7,1,121,0,0,0,1,1
1295,10,71,95003,1,0.1,1,257,0,0,0,1,1
1296,17,28,92866,1,0.5,3,90,0,0,0,0,0
1297,6,80,92399,3,1.5,1,219,0,0,0,1,0
1298,35,90,95814,4,1.9,2,0,0,0,0,1,0
1299,14,74,90274,1,3.6,2,0,0,0,0,1,1
1300,25,14,95762,2,0.7,3,0,0,1,0,1,0
1301,36,23,91754,2,0.5,2,103,0,0,0,1,0
1302,17,153,92121,1,1.7,1,337,0,0,0,0,1
1303,16,38,94087,3,0.9,3,0,0,0,0,0,0
1304,5,112,94720,2,2,2,382,0,1,0,0,0
1305,26,145,90025,1,8.1,1,397,0,0,0,0,1
1306,6,28,94025,2,0.3,2,88,0,0,0,1,0
1307,9,31,94115,4,1.1,3,0,0,0,0,1,1
1308,2,195,94546,1,6.33,1,0,0,0,0,1,1
1309,24,50,92037,3,2,3,0,0,0,0,1,1
1310,14,71,95136,4,2,3,0,0,0,0,0,0
1311,36,21,95616,3,0.3,3,0,0,0,0,0,0
1312,11,35,90044,2,0.8,3,125,0,0,0,0,0
1313,21,42,92691,1,2.4,1,0,0,0,0,1,1
1314,27,78,92008,4,3.6,3,141,0,0,0,1,0
1315,6,73,94305,4,2.2,2,0,0,0,0,0,0
1316,25,53,95134,2,1,3,181,0,0,0,0,0
1317,3,51,94086,2,1.6,3,123,0,0,0,0,0
1318,30,40,95521,2,2.3,3,0,0,0,0,1,0
1319,26,178,94234,1,1,1,0,0,0,0,0,0
1320,6,35,94005,2,0.3,1,0,0,0,0,0,1
1321,7,192,90250,1,0,2,0,1,0,0,1,0
1322,3,123,95138,1,5.4,1,0,0,0,0,0,0
1323,5,48,94022,2,1.67,2,0,0,1,1,1,1
1324,26,45,91604,3,0.6,2,0,0,0,0,0,0
1325,28,15,95064,1,0.2,1,0,0,0,0,1,0
1326,24,79,94304,1,0.3,1,120,0,0,0,1,0
1327,5,63,90024,4,2,2,0,0,1,0,1,0
1328,35,30,94720,2,0.2,3,0,0,0,0,1,0
1329,36,145,95616,4,6.9,1,380,1,0,0,0,1
1330,4,32,90095,3,1,2,0,0,0,0,0,0
1331,9,64,92346,2,0.1,1,224,0,0,0,1,1
1332,7,84,92692,1,0.1,1,0,0,0,0,1,0
1333,5,21,94309,1,0.4,2,0,0,0,0,1,0
1334,38,99,95014,4,1.7,2,0,0,0,0,1,0
1335,22,35,94304,2,1.3,1,0,0,0,0,1,0
1336,24,180,94539,1,1.7,1,0,0,0,0,1,1
1337,12,42,93555,1,1.33,1,0,0,0,0,1,0
1338,0,179,92028,4,2.1,2,0,1,0,0,0,0
1339,27,42,90245,4,0.1,3,0,0,0,0,0,0
1340,25,180,94545,2,9,2,297,1,0,0,1,0
1341,11,82,94131,4,3.4,1,0,0,0,0,0,0
1342,16,55,91355,2,0.7,1,149,0,0,0,0,0
1343,12,79,90041,2,2.2,1,0,0,0,0,1,0
1344,17,48,92831,2,0.6,3,215,0,0,0,0,1
1345,25,93,93117,1,2.7,1,0,0,1,0,1,0
1346,32,23,92126,2,0.2,3,0,0,0,0,0,0
1347,20,50,95670,3,2.33,1,200,0,0,0,0,0
1348,34,85,91367,2,2,1,0,0,0,0,1,0
1349,14,35,95051,1,1.5,2,97,0,0,0,1,0
1350,2,171,93943,3,6,2,0,1,0,0,1,0
1351,2,29,90266,4,1.5,2,0,0,0,0,0,1
1352,35,84,94588,1,1.8,3,0,0,0,0,1,1
1353,27,20,90401,4,0.5,2,0,0,0,0,1,0
1354,25,14,94124,1,0.4,3,0,0,0,0,1,1
1355,10,179,91942,1,8.6,1,357,0,0,0,0,0
1356,37,48,91910,1,0.8,1,158,0,0,0,1,0
1357,16,74,90066,1,2.8,1,0,0,0,0,1,0
1358,29,53,95134,1,1.4,1,0,0,0,0,0,0
1359,25,83,92007,1,2.8,2,0,0,0,0,1,1
1360,40,171,90034,2,2.1,1,433,0,0,0,0,0
1361,28,85,92028,4,4.9,1,0,0,0,0,1,0
1362,26,38,95039,4,0.9,2,0,0,0,0,1,0
1363,5,85,92130,3,1.6,1,157,0,0,0,1,1
1364,8,79,92115,1,0.1,1,0,0,0,0,0,0
1365,19,69,92129,4,0.4,1,0,0,0,0,0,0
1366,35,43,94720,3,0.9,3,0,0,0,0,1,1
1367,34,33,91107,2,0.3,1,101,0,0,0,1,0
1368,38,42,95747,3,0.1,3,149,0,0,0,0,1
1369,21,40,94025,4,1.9,3,122,0,0,0,1,0
1370,33,43,91902,1,1.8,3,0,0,0,0,0,0
1371,5,20,94545,4,0.5,3,117,0,0,0,0,0
1372,32,65,95621,3,2.5,1,222,0,0,0,1,0
1373,13,139,95616,3,3.4,1,483,1,0,0,1,0
1374,35,135,92612,3,0.3,3,0,1,0,0,1,0
1375,34,84,94043,3,1.6,3,0,0,0,0,1,0
1376,26,179,92612,1,2.9,3,0,1,0,0,0,1
1377,39,45,92870,4,1.3,2,86,0,0,0,0,0
1378,3,109,93023,2,2.5,1,0,0,0,0,1,0
1379,29,34,93305,4,0.1,3,0,0,0,0,1,0
1380,37,162,95051,1,1.3,1,0,0,0,0,1,0
1381,34,105,92103,2,1.4,1,0,0,0,0,1,0
1382,12,22,91380,3,0.2,2,0,0,0,0,1,0
1383,8,82,91775,2,1.8,1,178,0,0,0,1,1
1384,41,105,95616,4,1.7,2,230,0,1,0,1,0
1385,31,62,91711,1,1.8,3,0,0,0,0,1,0
1386,31,82,95032,2,2,1,83,0,0,0,0,1
1387,3,72,95616,4,0,1,0,0,0,0,1,0
1388,10,38,95762,4,1.7,1,0,0,0,0,1,1
1389,28,25,90212,4,1,1,0,0,0,0,0,0
1390,15,20,94107,1,0.75,3,0,0,0,0,1,0
1391,3,80,94305,4,1.8,2,0,0,0,0,1,1
1392,18,84,91330,3,1.1,1,0,0,0,0,0,0
1393,23,33,90095,1,1,1,0,0,0,0,1,1
1394,37,55,95039,3,0.9,3,0,0,0,0,1,0
1395,27,33,90095,2,0.7,2,0,0,0,0,0,1
1396,23,190,92831,4,0.3,3,305,1,0,0,0,0
1397,18,43,91107,1,0.3,3,158,0,0,0,0,0
1398,41,45,95521,3,0.1,3,0,0,0,0,1,0
1399,18,141,93407,1,3.5,1,0,0,0,0,0,0
1400,16,69,92009,4,2.4,1,0,0,0,0,1,0
1401,8,78,90401,4,0.1,2,0,0,0,0,1,0
1402,15,84,94521,1,3.7,3,0,0,0,0,1,0
1403,29,172,95064,1,5.2,2,0,1,0,0,0,0
1404,6,51,93109,4,0.2,1,154,0,1,0,0,1
1405,28,75,92121,1,1.4,3,0,0,0,0,1,0
1406,22,183,91605,1,3.1,2,0,1,0,1,1,1
1407,23,20,92123,4,0.4,3,0,0,0,0,1,1
1408,39,101,94306,2,3.9,3,294,1,0,0,1,0
1409,14,129,90089,1,5.9,3,0,1,0,0,1,0
1410,17,63,90745,2,3.2,1,0,0,0,0,0,0
1411,35,44,92126,4,2.1,1,0,0,0,0,0,0
1412,39,184,91302,1,5.4,3,176,1,0,1,1,1
1413,33,100,95064,2,2,1,127,0,0,0,0,0
1414,24,12,90058,3,0.4,1,0,0,0,0,0,0
1415,33,68,94105,2,2.3,3,128,0,1,0,1,0
1416,8,48,94019,1,1,1,212,0,0,0,1,0
1417,15,82,93101,2,0.4,1,0,0,0,0,0,0
1418,18,52,94061,2,2.5,1,0,0,0,0,0,0
1419,41,154,92008,2,4.6,2,0,1,1,1,1,1
1420,4,39,91105,1,1.5,1,0,0,0,0,0,1
1421,4,40,91605,1,0.3,1,0,0,0,1,1,1
1422,17,54,94720,4,1.9,3,164,0,0,0,0,0
1423,8,32,94143,2,1,2,103,0,0,1,1,1
1424,30,64,90250,2,2.3,3,0,0,0,0,0,0
1425,3,92,94539,2,1.3,1,287,0,0,0,1,0
1426,38,40,91330,1,2.5,3,94,0,0,0,1,1
1427,11,60,96651,3,0.5,3,0,0,0,0,1,0
1428,5,85,95828,2,1.3,1,119,0,0,0,1,1
1429,-1,21,94583,4,0.4,1,90,0,0,0,1,0
1430,5,35,95064,1,0.6,3,171,0,0,0,0,0
1431,7,52,92660,2,0.1,1,0,0,0,0,1,0
1432,34,128,90058,1,7.4,1,0,0,0,0,0,0
1433,2,195,90245,1,6.33,1,0,0,0,0,0,0
1434,25,68,92647,2,1.5,2,117,0,0,0,0,1
1435,41,55,93106,2,1.1,1,0,0,0,0,0,0
1436,17,55,90266,1,0.2,1,0,0,0,0,1,0
1437,21,80,95054,4,0.4,1,0,0,0,0,1,1
1438,3,123,92007,1,0.8,1,146,0,0,0,0,0
1439,37,90,94105,4,1.9,2,106,0,1,0,1,0
1440,29,61,94025,1,1.4,3,0,0,0,0,0,0
1441,15,41,94610,3,2.5,2,0,0,0,0,1,0
1442,33,43,94720,2,1.6,3,0,0,0,0,1,0
1443,13,71,95822,3,0.1,1,162,0,1,0,1,0
1444,12,25,95051,4,1,1,0,0,0,0,1,0
1445,33,154,90740,1,3,2,0,1,1,1,1,0
1446,21,141,90095,1,2.4,1,0,0,0,0,0,0
1447,4,22,92661,2,0.9,3,110,0,0,0,0,0
1448,28,145,94131,2,6.8,1,0,0,0,0,1,0
1449,16,49,92122,3,0.5,3,0,0,0,0,1,0
1450,37,109,90740,1,2,1,0,0,0,0,1,0
1451,34,80,90086,3,0.5,1,0,0,0,0,1,1
1452,20,82,94555,4,1.4,2,201,0,0,0,1,1
1453,28,52,94102,4,2.5,1,0,0,0,0,1,0
1454,5,85,90232,3,2.5,1,0,0,0,0,1,1
1455,25,148,90024,1,1,1,0,0,0,0,0,0
1456,39,160,91330,2,2.1,1,0,0,0,0,0,1
1457,11,39,90095,4,1.7,1,0,0,0,0,1,0
1458,16,25,94304,2,0.8,3,0,0,0,0,0,1
1459,25,33,93033,1,1.4,3,0,0,0,0,1,1
1460,20,38,92115,3,2.5,2,0,0,0,0,0,0
1461,16,85,92677,4,0.2,3,0,0,0,0,1,1
1462,28,48,93022,1,0.2,1,0,0,0,0,1,0
1463,21,15,95207,4,0.6,3,77,0,0,0,1,0
1464,10,94,91343,1,0,1,174,0,0,0,1,0
1465,4,120,92333,2,0.6,1,0,0,0,0,1,0
1466,19,60,91911,1,0.7,3,159,0,0,0,1,0
1467,9,145,94303,2,4.33,1,277,0,0,0,0,1
1468,36,29,91107,2,0.7,3,0,0,0,0,0,0
1469,18,78,92129,3,2.67,2,0,0,0,0,1,0
1470,35,59,90005,4,1.2,2,0,0,0,0,1,0
1471,28,80,91116,2,4.5,3,0,0,0,0,0,1
1472,26,180,94305,1,1,1,0,0,0,0,1,1
1473,8,8,94710,3,0.1,2,83,0,0,0,1,0
1474,35,23,91711,1,1.5,3,0,0,0,0,1,0
1475,23,79,92124,2,3.8,3,0,0,0,0,1,0
1476,19,78,92064,2,3.8,3,268,0,0,0,0,0
1477,37,64,92028,1,0,2,0,0,0,0,0,1
1478,14,64,91320,4,0.2,3,0,0,0,0,1,1
1479,39,160,94803,4,3.8,1,237,1,0,0,1,0
1480,4,43,91304,1,1,3,102,0,0,0,0,0
1481,42,32,93943,1,1.1,3,0,0,0,0,0,1
1482,9,179,91125,2,0,1,76,0,1,0,1,0
1483,35,8,94143,1,0.1,1,0,0,0,0,1,0
1484,32,63,92717,1,1.6,1,0,0,1,0,1,0
1485,30,40,94126,2,2.3,3,0,0,1,0,1,0
1486,9,99,90245,4,2.2,2,155,0,0,0,1,0
1487,9,141,93022,2,4.5,2,0,1,0,0,0,0
1488,4,159,93907,1,1.5,1,0,0,0,0,1,1
1489,12,39,95825,2,0.3,1,174,0,0,0,1,0
1490,38,99,91604,4,1.7,2,0,0,0,0,0,0
1491,4,18,95020,4,0.3,2,0,0,0,0,1,1
1492,12,38,94553,2,0.3,1,0,0,0,0,1,1
1493,8,133,90024,1,0,1,0,0,0,0,1,0
1494,34,84,91380,2,2.8,1,0,0,0,0,1,1
1495,35,60,90089,1,0,2,0,0,0,0,1,1
1496,28,178,92647,3,5.4,3,147,1,0,0,1,0
1497,12,18,91330,1,0.5,3,0,0,0,0,0,1
1498,21,73,95020,1,0.8,3,0,0,0,0,1,0
1499,23,125,94022,1,7.3,1,0,0,0,0,0,0
1500,26,91,92173,1,4.3,2,0,1,0,1,1,1
1501,28,74,95014,2,1.1,1,0,0,0,0,1,0
1502,4,35,92130,2,0.3,2,0,0,1,0,0,1
1503,39,113,90036,1,2,1,0,0,0,0,1,1
1504,8,52,94720,4,2.2,2,0,0,0,0,0,0
1505,6,191,92028,2,4.4,2,0,1,0,0,1,0
1506,25,18,92109,1,0.3,3,93,0,0,0,0,1
1507,27,25,95138,2,0,1,0,0,0,0,1,1
1508,18,50,91006,4,1.9,3,0,0,0,0,0,0
1509,10,75,93940,4,0.7,3,0,0,0,0,1,1
1510,26,92,92647,2,4.5,3,0,0,1,0,0,1
1511,32,33,95747,2,2,2,0,0,0,0,1,0
1512,32,65,90266,3,2.2,3,0,0,0,0,0,0
1513,28,44,91604,3,1.7,1,0,0,0,0,0,0
1514,21,183,95211,2,1.4,1,354,0,0,0,0,0
1515,20,175,96150,2,1.4,1,0,0,0,0,1,1
1516,28,28,94305,4,1.5,3,0,0,0,0,1,1
1517,17,49,92130,4,2.2,2,0,0,0,0,0,0
1518,26,45,92697,4,1.8,1,0,0,0,0,1,0
1519,17,64,95053,4,3,3,221,1,0,0,1,0
1520,38,22,92115,3,0.1,3,90,0,0,0,1,0
1521,30,120,95039,1,7.4,1,119,0,0,0,1,1
1522,8,175,92354,2,6.7,1,102,0,0,0,1,0
1523,-1,101,94720,4,2.3,3,256,0,0,0,0,1
1524,16,104,92037,1,1,3,0,0,0,0,1,0
1525,16,155,94002,4,0.1,3,0,1,0,1,1,1
1526,18,58,95747,1,2.4,1,0,0,0,0,0,0
1527,10,80,94608,4,2.2,2,0,0,0,0,1,0
1528,33,45,94117,1,1.8,3,195,0,0,0,0,0
1529,9,134,94550,1,4.6,1,164,0,1,0,1,0
1530,14,58,91709,4,2,3,153,0,1,0,0,0
1531,21,20,94066,1,0.2,1,0,0,0,0,1,1
1532,13,25,90304,4,1.5,3,0,0,0,0,1,0
1533,20,55,94588,1,0.3,1,0,0,0,0,1,1
1534,37,155,93943,1,1.3,1,0,0,0,0,0,0
1535,34,30,92084,1,1.3,1,0,0,0,0,1,1
1536,37,39,92096,4,0.4,1,0,0,0,0,1,1
1537,12,73,95617,4,2,3,188,0,0,0,1,0
1538,34,41,94608,4,1.3,1,0,0,0,0,1,0
1539,30,34,95820,4,0.1,3,157,0,0,0,1,0
1540,5,21,90601,3,0.9,3,119,0,0,0,0,0
1541,8,11,91320,4,0.3,1,0,0,1,1,1,1
1542,35,154,92704,2,6.9,1,0,0,0,0,0,0
1543,20,19,92612,4,0.4,3,0,0,0,0,0,0
1544,26,101,93407,2,2.4,2,0,0,0,0,1,0
1545,15,24,92123,1,1,1,116,0,0,0,1,1
1546,29,131,92675,2,2.7,1,0,0,1,0,0,0
1547,9,105,95136,1,4,1,0,0,0,0,1,0
1548,21,52,94720,1,1.2,2,194,0,0,0,0,0
1549,32,21,92037,4,0.9,2,113,0,1,0,0,0
1550,31,45,94305,3,1.4,1,198,0,0,0,1,0
1551,14,39,93117,1,2,1,0,0,0,0,1,0
1552,25,192,94115,2,2.8,1,238,0,0,0,0,1
1553,5,195,94301,1,4.3,1,0,0,0,0,0,0
1554,22,83,95616,3,0.7,1,0,0,0,0,0,0
1555,15,34,91302,3,1,2,0,0,1,0,1,0
1556,33,49,93009,4,1.7,2,104,0,0,0,1,0
1557,1,60,94143,4,4,3,244,0,0,0,0,0
1558,25,41,94939,4,1.8,1,0,0,0,0,0,0
1559,10,72,91320,3,2.3,1,285,0,0,0,0,0
1560,35,102,92677,4,3,2,115,1,0,0,1,0
1561,10,31,95605,3,1.3,1,0,0,0,0,0,0
1562,20,73,93106,1,1.5,2,128,0,0,0,1,0
1563,9,89,91763,1,0,1,0,0,0,0,1,0
1564,29,19,92109,4,0.7,3,121,0,1,0,0,1
1565,40,63,94706,4,1.2,2,0,0,0,0,1,0
1566,9,104,95758,3,1.2,3,0,0,0,0,1,0
1567,35,40,95064,1,0.8,2,128,0,0,0,1,0
1568,39,92,94710,2,0,3,0,0,0,0,1,0
1569,33,72,92350,2,0.7,2,226,0,0,0,0,0
1570,27,44,94305,3,1.9,2,141,0,0,0,0,0
1571,16,114,94705,4,3.5,1,0,1,0,0,0,1
1572,13,73,95758,4,2.4,1,0,0,0,0,0,0
1573,40,63,91711,4,1.2,2,0,0,1,0,0,1
1574,20,69,92028,1,0.8,3,184,0,0,1,1,1
1575,37,42,92106,3,1.5,1,0,0,0,0,1,0
1576,26,88,90037,1,2.7,1,0,0,0,0,1,0
1577,18,98,92131,2,0.4,1,0,0,0,0,1,0
1578,8,65,92093,1,3,1,227,1,0,0,1,0
1579,13,12,94143,2,0.3,2,104,0,1,0,1,0
1580,5,122,94305,4,3,1,0,1,0,0,0,1
1581,14,12,92093,2,0,3,0,0,0,0,0,0
1582,29,24,94105,2,0.2,1,0,0,0,0,0,1
1583,19,170,92037,4,4.25,1,318,1,0,1,1,1
1584,36,184,92028,4,2.3,2,342,1,0,1,1,1
1585,20,25,93401,4,0.6,3,125,0,0,0,0,0
1586,31,131,90502,2,2.7,1,0,0,0,0,0,0
1587,33,50,94122,2,2.3,3,0,0,0,0,0,1
1588,28,21,94035,2,0.4,1,0,0,1,0,1,0
1589,3,55,95616,3,1.1,2,0,0,0,0,1,0
1590,32,124,90049,1,0.2,2,0,1,0,0,1,0
1591,23,58,95819,4,2.6,1,188,0,0,0,0,0
1592,13,72,95817,2,2.8,1,0,0,0,0,1,0
1593,31,192,90089,1,7,3,0,1,0,1,1,0
1594,38,83,91320,3,1.8,2,0,0,0,0,1,0
1595,12,93,90025,1,2.8,1,0,0,1,0,1,0
1596,26,38,94305,3,1,3,110,0,1,0,1,0
1597,20,55,92606,4,1.9,3,164,0,1,0,0,0
1598,41,11,92325,3,0.1,3,0,0,1,0,0,1
1599,15,85,94550,2,0.4,1,0,0,1,0,0,0
1600,24,124,93305,1,4.9,1,266,0,0,0,1,0
1601,36,129,92028,2,6,1,0,0,0,0,1,0
1602,7,180,93407,1,4.3,1,0,0,0,0,0,0
1603,14,74,90245,4,1.4,2,0,0,0,0,1,0
1604,6,138,92152,1,7,3,86,1,0,0,1,0
1605,29,111,90502,2,3.6,3,0,1,0,0,0,1
1606,28,83,93555,3,0.8,1,0,0,0,0,1,0
1607,10,33,90266,4,1.7,1,87,0,0,0,1,0
1608,29,21,92028,4,0.7,3,0,0,0,0,0,0
1609,10,35,94608,2,0.3,1,98,0,0,0,1,0
1610,41,105,93023,1,0.8,3,0,0,1,1,1,1
1611,14,103,94305,1,0.8,2,0,0,0,0,0,1
1612,32,75,92096,2,2.3,3,0,0,0,0,0,0
1613,17,33,94550,1,0.7,1,104,0,0,0,0,0
1614,34,52,94305,4,1.7,2,0,0,1,0,1,0
1615,23,89,94920,1,2.6,2,0,0,1,1,1,1
1616,36,63,93109,1,2.5,3,0,0,0,0,0,0
1617,23,84,94402,4,3.1,2,0,1,1,1,1,0
1618,36,44,91302,4,2.1,1,0,0,0,0,0,0
1619,3,29,94720,3,1,1,0,0,0,0,1,1
1620,21,29,90005,1,0.3,3,0,0,0,0,1,0
1621,14,22,94035,2,0.3,2,0,0,0,0,1,0
1622,6,53,92093,4,2.2,1,114,0,0,0,1,0
1623,14,24,94611,2,0.3,2,0,0,0,0,1,0
1624,38,153,90045,1,1.3,1,455,0,0,0,0,0
1625,2,31,90024,2,0.3,2,0,0,1,0,1,0
1626,30,21,94542,2,0.7,2,0,0,0,0,1,0
1627,6,180,93108,2,6.7,1,0,0,0,0,0,0
1628,20,82,91016,3,0.7,2,0,0,0,0,1,1
1629,18,90,95064,4,0.8,1,245,0,1,0,0,0
1630,29,154,93407,4,7.4,3,0,1,0,0,0,0
1631,17,99,92096,2,1.8,2,0,0,0,0,1,1
1632,36,153,91105,1,2.6,2,0,1,1,1,0,1
1633,5,93,95032,2,3.1,2,0,1,0,0,1,0
1634,38,53,92121,1,0,2,0,0,0,0,0,0
1635,34,18,95814,3,1.3,2,104,0,0,1,1,1
1636,24,70,91330,1,2.9,1,0,0,0,0,0,0
1637,39,100,92122,4,1.7,3,0,0,0,0,0,1
1638,6,193,94022,3,6.3,3,0,1,0,0,1,0
1639,7,125,95133,1,0,1,0,0,0,0,1,1
1640,31,68,94571,2,0,3,0,0,1,0,1,0
1641,10,55,90009,1,2,1,95,0,0,0,1,0
1642,34,152,92182,4,3.6,3,0,1,0,0,0,0
1643,3,84,95814,3,1.5,1,0,0,0,0,1,1
1644,16,13,91125,2,0,3,0,0,0,0,1,0
1645,35,33,91355,4,0.4,1,131,0,0,0,0,1
1646,32,89,92096,4,1,2,90,0,1,0,1,0
1647,26,93,91745,1,2.4,1,0,0,0,0,1,0
1648,5,68,90509,4,1.8,3,0,0,0,0,0,0
1649,21,85,93106,2,1.7,2,0,0,0,0,0,1
1650,4,73,95039,1,0.8,2,0,0,0,0,1,0
1651,6,83,92131,4,2.2,2,106,0,0,0,1,0
1652,36,158,94301,2,6.3,3,0,1,0,0,1,0
1653,18,182,92626,4,6,3,0,1,0,0,1,0
1654,1,24,96651,2,0.9,3,123,0,0,0,0,1
1655,34,102,94305,2,2,1,0,0,0,0,1,1
1656,11,53,91355,3,2.8,1,0,0,0,0,0,0
1657,15,175,92646,2,3.3,1,0,0,0,0,1,0
1658,5,28,94538,3,1,1,0,0,0,0,1,0
1659,25,14,92037,4,0.8,1,0,0,0,0,1,0
1660,7,139,95828,1,4,3,106,1,0,1,1,1
1661,11,34,95747,3,0.9,1,0,0,0,0,1,0
1662,14,64,92093,1,1.5,3,0,0,0,0,0,1
1663,38,84,94607,4,0.1,2,0,0,0,0,0,0
1664,32,42,95070,3,0.5,2,0,0,1,0,1,0
1665,35,63,91605,1,1.6,1,0,0,0,0,1,0
1666,12,100,92735,3,1.2,3,341,0,0,0,1,1
1667,25,190,95138,2,4.2,2,0,1,0,0,1,0
1668,20,22,90024,1,1,1,91,0,0,0,0,0
1669,37,20,90066,1,0.8,2,0,0,1,0,0,1
1670,18,21,95037,2,1.4,2,0,0,0,0,1,1
1671,14,25,95135,4,0.4,2,101,0,0,0,1,0
1672,9,20,92648,4,1.1,3,0,0,0,0,1,0
1673,23,173,94546,3,0.2,1,0,1,0,1,1,1
1674,5,81,94115,2,2.5,1,0,0,0,0,0,1
1675,11,139,95814,2,0.8,2,421,1,0,0,1,0
1676,35,119,90266,2,3.9,1,0,0,1,0,1,0
1677,20,74,92821,4,2.6,3,104,0,0,0,1,0
1678,10,42,92173,1,1.5,2,131,0,0,0,0,0
1679,30,73,94035,2,1.1,1,0,0,0,0,0,0
1680,31,114,94590,4,5.2,1,0,1,1,1,1,0
