age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
50,4,192627,15,0,8,4,4,0,0,0,47,39,0
19,4,134382,15,4,1,3,4,0,0,0,19,39,0
40,4,101837,1,0,8,4,4,0,0,0,29,39,0
55,1,107050,15,2,12,0,4,1,0,0,59,39,1
58,4,182118,12,4,4,1,4,0,0,0,50,39,1
42,4,376905,15,2,7,0,4,1,0,0,40,39,0
34,4,125222,0,4,12,1,4,0,0,0,40,39,0
18,6,52265,15,4,12,4,2,0,0,0,40,39,0
49,2,99686,15,0,8,4,2,0,0,0,40,39,0
28,7,216312,15,4,11,1,4,1,0,0,50,39,0
60,4,118190,15,0,3,1,4,1,3211,0,40,39,0
40,4,101148,15,0,1,1,4,0,0,0,21,39,0
43,6,325706,7,0,4,1,4,1,0,0,40,39,1
44,2,216814,11,2,5,0,4,1,0,0,68,39,0
51,4,306111,5,3,8,4,4,0,0,0,40,32,0
28,4,184280,15,4,8,1,4,1,0,0,40,39,0
32,4,312993,11,4,1,4,2,0,0,0,40,39,0
46,7,33415,9,0,13,1,4,1,0,0,36,39,0
26,5,212765,15,2,12,0,4,1,0,0,45,39,0
54,1,309758,1,4,12,1,4,1,0,0,40,39,0
62,6,217067,1,2,5,0,4,1,0,0,11,39,0
31,4,178428,11,4,14,4,4,1,0,0,42,39,0
40,2,216315,12,2,11,0,2,1,0,0,37,39,1
37,4,277696,15,2,4,0,4,1,14927,0,62,39,1
50,6,315009,11,0,4,4,4,0,0,0,40,39,0
36,4,245383,11,2,1,0,4,1,0,2322,60,19,1
25,4,37427,1,4,8,3,4,1,0,0,24,39,0
19,4,264160,11,4,7,3,4,1,0,0,40,39,0
45,7,182528,11,2,10,0,4,1,7462,0,40,39,1
34,4,109557,1,2,13,0,4,1,0,0,40,39,0
33,4,28647,15,2,14,0,4,1,0,0,50,39,0
26,4,206281,12,4,12,1,4,1,0,0,50,39,0
56,2,32344,8,2,10,0,4,1,0,0,37,39,0
34,4,173037,15,0,7,3,4,1,7800,0,35,39,1
62,6,265610,11,2,4,0,4,1,0,0,50,39,1
55,4,181313,11,2,8,0,4,1,0,0,27,39,1
43,4,212799,2,2,8,5,4,0,0,0,40,39,0
48,4,39976,11,2,14,0,4,1,0,0,81,39,0
40,4,91406,8,2,3,0,4,1,0,0,40,39,0
40,4,152592,11,2,14,0,4,1,0,0,64,39,0
53,4,103329,11,2,8,5,4,0,0,0,46,39,0
27,4,296383,15,2,1,0,3,1,0,0,38,5,0
45,6,183746,11,0,3,4,4,1,0,0,40,39,0
52,5,189756,11,2,4,0,4,1,0,0,58,39,1
75,6,18116,15,2,14,0,4,1,0,0,58,39,0
37,4,176546,11,0,4,1,4,0,0,0,58,12,1
22,4,218224,6,4,5,4,4,0,0,1586,35,26,0
31,4,182149,8,2,3,0,4,1,3373,0,40,39,1
38,0,547052,11,5,0,4,2,0,0,0,30,39,0
41,4,108393,15,2,4,0,4,1,0,0,40,39,1
57,4,496845,12,2,8,0,4,1,0,0,16,39,1
45,6,241319,12,2,4,0,4,1,0,0,45,39,1
45,4,185970,11,2,11,0,4,1,0,0,40,39,1
27,4,33796,11,4,7,1,4,1,0,0,40,39,0
55,4,342575,0,6,7,1,4,0,0,0,40,39,0
38,4,72393,9,0,4,4,4,0,0,0,40,39,0
35,4,124057,8,5,14,1,4,1,0,0,55,39,0
35,4,180077,12,0,8,4,2,0,0,0,40,39,0
32,4,292330,8,0,1,3,4,0,0,0,27,39,0
45,2,111355,11,0,1,4,4,0,0,0,38,39,0
59,4,114751,11,6,1,1,4,0,0,0,27,39,0
19,4,188124,11,4,1,3,2,0,0,0,40,39,0
32,4,276001,11,2,14,0,4,1,0,0,50,39,0
45,0,214062,15,4,0,1,4,0,0,0,5,2,0
42,4,533147,5,2,5,0,4,1,0,0,40,39,0
21,0,241469,11,4,0,1,4,0,0,0,11,39,0
45,4,40979,9,2,8,0,3,0,0,0,30,39,1
41,4,238483,12,2,4,0,4,0,0,0,40,39,0
22,4,24586,1,4,4,1,4,1,0,0,40,39,0
50,4,243671,12,0,10,3,2,0,0,1710,40,39,0
76,7,83815,11,2,4,0,4,1,0,0,40,39,0
52,4,159617,11,0,8,4,4,0,0,0,40,37,0
60,4,123891,1,2,6,0,4,1,0,0,22,39,0
32,0,157661,9,0,0,1,4,1,0,0,35,39,0
52,2,291790,14,4,10,1,4,1,0,0,5,39,0
29,1,261212,11,4,1,1,4,0,0,0,40,39,0
43,4,307807,1,2,11,0,2,1,0,0,46,39,1
22,4,106718,0,4,6,3,4,1,0,0,40,39,0
19,4,168397,11,4,8,3,4,1,0,0,40,39,0
56,4,314457,1,2,12,0,4,1,0,0,57,39,1
31,4,174288,9,4,10,1,4,1,0,0,40,39,0
35,4,17526,4,4,5,4,4,0,0,0,5,26,0
42,4,295916,11,2,13,0,4,1,0,1984,21,39,1
53,4,322618,11,2,12,0,4,1,0,0,40,39,0
33,4,171172,15,2,13,0,4,1,0,0,40,39,0
51,4,189738,11,0,14,1,4,0,0,0,45,39,0
32,4,151128,11,4,1,3,4,0,0,0,40,39,0
50,4,135138,11,0,13,1,4,0,0,0,31,39,0
26,4,46133,15,4,12,3,4,1,0,0,34,39,0
62,6,160177,11,2,12,0,4,1,0,0,40,39,1
21,4,127251,11,4,8,3,4,0,0,0,32,7,0
39,4,85617,11,2,7,5,3,0,0,0,40,39,0
25,2,217131,4,2,6,0,4,1,0,0,40,2,0
47,4,243403,9,0,13,1,4,1,0,1614,56,39,0
19,0,120531,11,4,0,3,4,1,0,0,40,39,0
30,4,203629,11,4,1,3,4,0,0,0,40,39,0
18,4,192367,2,4,8,3,4,1,0,0,36,0,0
62,4,155422,0,0,12,1,4,0,0,0,50,39,0
31,4,291275,5,6,1,1,4,0,0,0,15,26,0
70,4,385398,5,0,6,1,2,1,0,0,40,39,0
49,4,179277,5,2,3,0,2,1,0,0,40,39,0
20,4,186654,7,4,1,3,4,0,0,0,36,39,0
25,4,319411,9,2,1,5,4,0,0,0,30,39,1
38,4,206432,0,2,12,0,4,1,3317,0,15,39,0
55,4,230467,15,0,7,1,4,0,0,0,50,6,0
45,0,235924,11,2,0,0,4,1,0,0,11,39,0
24,4,195779,15,4,1,1,2,0,0,0,35,39,0
30,2,97700,11,4,7,3,4,0,0,0,40,39,0
49,4,36875,11,0,8,4,4,0,0,0,47,39,0
28,4,219601,11,4,12,1,4,0,0,0,44,39,0
30,4,417161,15,2,13,0,4,1,0,0,56,39,0
70,0,16206,11,0,0,1,4,1,0,0,40,39,1
19,4,120195,0,4,12,3,4,0,0,0,27,39,0
27,6,142485,15,4,4,4,1,1,0,0,40,30,0
18,4,46821,11,4,8,3,4,0,0,0,36,39,0
55,5,201285,12,2,4,0,4,1,0,1983,50,39,1
38,2,345518,9,5,10,4,2,0,0,0,40,39,0
25,4,353762,11,2,7,5,4,0,0,0,13,39,0
39,6,205187,11,2,3,0,4,0,0,0,40,39,0
35,4,174732,15,2,12,0,4,1,0,0,50,39,0
36,4,87915,15,4,7,1,4,1,0,0,47,7,0
35,4,191093,9,2,13,5,3,0,0,0,40,39,1
61,4,110573,9,2,10,0,4,1,0,0,50,39,1
38,4,99795,15,4,7,1,4,0,0,0,40,39,0
69,4,104465,1,6,12,1,4,0,0,0,12,39,0
30,4,96004,11,2,13,0,4,1,0,0,23,39,0
23,4,249373,11,4,1,3,4,0,0,0,40,39,0
22,6,306313,1,4,3,3,4,1,0,0,23,39,0
39,4,109165,11,4,14,1,4,1,0,0,45,39,0
43,4,145950,15,4,7,1,4,0,0,0,40,14,0
27,4,130571,11,4,14,0,4,1,0,0,47,39,0
42,4,321955,9,2,10,0,4,1,14861,0,48,39,1
52,4,35572,11,6,8,1,4,0,0,0,36,39,0
69,5,56702,11,2,5,0,4,1,0,0,58,39,1
63,4,111290,11,2,3,0,4,1,0,0,63,39,0
61,4,146507,15,2,12,0,4,1,0,0,21,39,0
38,4,198263,11,2,12,0,4,1,0,0,40,39,1
24,2,246879,12,2,12,0,4,1,0,0,26,39,0
65,4,262224,0,2,7,0,4,1,0,0,40,39,0
36,4,79141,8,2,4,0,4,1,0,0,58,39,0
41,4,262107,8,0,1,4,2,0,0,0,40,39,0
56,2,104040,11,6,11,4,4,1,0,0,40,39,0
24,4,85364,7,0,1,4,4,0,0,0,40,39,0
38,2,192839,11,2,3,0,4,1,0,0,40,39,1
49,4,314024,8,2,5,0,4,1,0,0,40,39,0
45,4,171469,15,0,1,1,4,1,3361,0,40,39,0
19,6,235443,0,4,3,3,2,1,0,0,36,39,0
33,4,248484,4,4,8,1,4,0,0,0,40,39,0
60,1,59990,15,2,1,0,4,1,0,0,50,39,1
27,4,41623,11,2,7,0,4,1,0,0,45,39,0
20,1,274451,11,4,1,1,4,0,0,0,50,39,0
61,4,163356,14,2,10,0,4,1,0,0,40,39,1
23,4,183154,9,0,4,3,1,0,7745,0,40,39,0
63,7,232663,12,0,10,1,4,1,0,0,40,39,0
36,4,113701,15,5,8,1,2,0,0,0,9,39,0
57,1,139422,15,2,1,0,4,1,0,0,40,39,0
45,6,98347,9,6,5,1,4,1,0,0,56,39,0
22,4,26342,15,2,1,0,4,1,0,0,40,39,0
80,4,166164,0,0,8,1,4,1,0,0,50,39,0
41,4,82928,11,4,10,1,4,0,0,0,15,18,0
36,4,233190,11,5,3,2,4,1,0,1993,58,39,0
33,4,185013,9,4,10,1,4,1,0,0,40,39,0
42,4,182917,4,2,7,0,4,1,0,0,40,39,0
18,4,290615,15,4,8,3,4,1,0,0,20,39,0
42,4,83983,11,0,4,1,4,0,0,0,40,39,0
18,0,238070,15,4,0,4,4,0,0,0,40,39,0
40,4,186612,7,2,4,0,2,1,0,0,40,39,1
40,2,158587,15,4,1,3,4,1,0,0,40,39,0
41,4,434287,4,2,3,0,4,1,0,0,40,0,0
42,4,179128,15,2,12,0,4,1,0,0,45,39,1
36,4,175618,11,0,12,4,4,0,0,0,40,39,0
31,1,190320,15,0,4,1,4,1,0,0,40,39,0
30,4,389196,15,2,3,0,4,1,0,0,40,39,1
18,0,270613,15,4,0,3,2,0,0,0,21,39,0
26,4,92746,11,2,12,0,4,1,0,1942,40,39,0
35,4,158109,5,5,7,2,2,0,0,0,31,39,0
38,4,149038,15,2,13,0,4,1,0,0,21,39,1
28,4,501397,15,2,13,0,4,1,0,0,29,39,0
67,6,295731,11,2,12,0,4,1,0,0,28,39,1
71,6,124648,11,2,3,0,4,1,0,0,50,39,0
32,5,155117,9,2,4,0,4,1,0,0,51,2,0
50,4,355575,11,2,3,0,4,1,0,0,40,39,0
32,7,240141,15,2,1,0,4,1,0,0,40,39,1
56,4,216588,9,2,13,0,4,1,0,0,24,39,0
30,4,307149,4,3,8,1,2,0,0,0,40,6,0
75,7,161696,11,0,1,1,4,0,3379,0,36,39,0
45,7,502887,0,2,10,0,4,1,0,0,40,39,0
69,7,233522,10,0,3,1,4,0,0,0,40,39,0
62,4,225004,11,0,12,1,4,0,0,0,40,39,0
35,4,323580,1,4,6,3,4,1,0,0,31,39,0
45,6,106322,11,2,3,0,4,1,0,0,60,39,1
26,6,179499,9,0,4,1,4,1,0,0,40,39,0
65,0,216571,11,2,0,0,4,1,0,2328,40,39,0
41,4,238073,15,2,12,0,4,1,0,0,62,39,1
19,2,349083,15,4,11,3,4,0,0,0,35,39,0
40,4,124184,11,2,4,0,4,1,0,0,35,39,0
28,4,107599,9,4,4,3,1,0,0,0,40,11,0
60,4,191245,11,2,12,0,4,1,0,0,50,39,1
54,4,190251,0,4,14,1,4,0,3349,0,40,39,0
43,6,172789,11,2,4,0,4,1,0,0,50,39,1
57,4,169202,1,2,3,0,4,1,0,0,40,39,0
46,4,301350,11,2,4,5,4,0,0,0,40,39,1
34,4,313543,15,0,1,4,4,0,0,0,40,39,0
30,5,68779,15,4,12,1,4,1,0,0,50,39,0
32,4,285062,11,0,1,1,4,1,0,0,40,39,0
40,4,85267,9,2,12,3,4,1,0,0,21,39,0
33,4,76635,15,2,12,0,4,1,0,0,40,39,1
22,4,125553,1,4,3,1,4,1,0,0,31,39,0
35,4,125792,9,2,4,5,4,0,14926,0,40,0,1
36,4,39035,11,2,3,0,4,1,0,0,46,39,0
31,4,526136,11,0,7,1,4,1,0,0,40,39,0
29,4,158921,12,2,4,0,1,1,0,0,40,41,1
38,4,196937,15,0,8,1,4,0,0,0,40,39,0
45,0,158798,11,0,0,4,4,0,0,0,35,39,0
29,4,235576,15,4,7,3,4,1,0,1631,40,39,0
49,4,335502,1,2,13,0,2,1,0,0,40,39,0
83,4,79591,11,5,6,0,4,1,0,0,40,39,0
40,4,200727,14,0,10,1,4,1,0,0,60,39,0
36,4,221611,11,4,14,2,4,1,0,0,45,0,0
68,6,252724,11,2,5,0,4,1,0,0,40,39,0
29,4,195350,15,0,13,4,4,0,0,1889,40,39,0
29,4,208344,11,2,7,0,4,1,0,0,40,39,0
48,0,26052,11,2,0,0,4,1,0,0,40,39,0
27,4,173533,9,4,13,3,4,0,0,0,40,39,0
28,1,120581,15,4,13,3,4,0,0,0,40,39,0
22,4,165285,1,4,12,1,4,1,14852,0,40,39,1
22,4,186030,15,4,1,4,1,0,0,0,40,39,0
51,4,97037,11,2,4,0,4,1,0,1986,40,39,1
46,6,114038,15,0,3,1,4,1,0,0,40,39,0
48,4,336470,11,2,7,0,2,1,0,0,40,39,0
17,0,200277,11,4,0,3,4,1,0,0,21,39,0
55,4,88573,8,2,4,0,4,1,3489,0,40,39,0
45,2,170052,8,2,11,0,4,1,0,0,40,39,1
23,2,25457,9,2,11,0,4,1,0,2324,46,39,0
45,4,25378,15,2,4,0,4,1,0,0,40,39,0
47,4,190685,15,0,8,1,4,1,0,2354,40,39,0
49,0,95899,11,0,0,1,4,1,0,0,40,39,0
36,4,119804,7,2,10,0,4,1,0,0,22,39,1
32,4,197629,11,0,13,4,4,0,0,0,40,39,0
38,4,17663,15,2,10,0,4,1,0,0,40,39,0
59,6,136431,11,6,8,1,2,0,0,0,23,39,0
30,4,242095,9,4,3,1,4,1,0,0,75,39,0
52,7,181183,12,2,10,0,4,1,0,0,24,39,0
18,5,36892,9,4,4,1,4,0,0,2278,58,39,0
54,2,167220,9,2,4,5,4,0,0,0,50,39,1
50,4,74042,8,2,10,0,4,1,0,0,40,39,1
42,4,197802,11,2,8,0,2,1,0,0,48,39,0
45,4,189648,11,2,8,0,4,1,0,0,29,39,0
52,6,222226,11,2,12,0,4,1,0,0,50,39,0
32,4,190439,9,0,1,1,4,0,0,0,40,39,0
20,4,171686,15,4,13,3,4,0,0,0,40,39,0
87,4,201402,3,6,12,1,4,0,0,0,40,39,0
59,6,266317,5,2,4,0,4,1,0,0,40,0,0
50,4,190482,11,2,7,0,4,1,0,0,37,39,0
31,4,124061,15,2,12,0,4,1,3387,0,22,39,0
61,4,207635,11,0,7,1,4,1,0,0,40,39,0
36,4,274626,6,2,8,0,4,1,0,0,19,39,0
31,4,227103,11,6,8,1,4,1,0,0,40,39,0
32,4,103004,9,4,4,1,4,0,0,0,40,39,0
76,6,225336,11,2,12,5,4,0,0,0,1,39,0
45,6,254262,12,2,4,0,4,1,0,0,50,39,1
26,4,224526,15,0,13,4,4,0,0,0,40,39,0
26,4,107173,9,4,3,1,4,1,0,0,38,39,0
18,4,89636,9,4,1,1,4,1,0,0,14,39,0
26,0,57466,11,0,0,1,4,1,0,0,14,39,0
19,4,20522,9,2,10,0,4,1,0,0,50,39,1
45,6,372294,2,0,5,0,4,1,0,0,40,39,0
72,0,99568,5,2,0,0,4,1,0,0,26,39,0
40,4,177189,11,6,8,5,4,0,0,0,40,39,1
30,4,165446,4,4,5,2,4,1,0,0,40,26,0
17,0,103887,15,4,0,3,4,1,0,0,30,39,0
44,4,188909,11,2,12,0,4,1,0,0,40,39,0
55,4,29705,15,2,14,0,4,1,0,0,42,39,1
41,4,25909,9,0,10,1,4,0,0,1785,50,39,0
20,4,290643,11,2,12,5,0,0,0,0,19,39,0
50,4,172170,4,0,7,4,4,0,0,0,40,39,0
56,2,174819,9,2,10,0,4,1,0,0,50,39,1
40,6,220150,11,2,4,0,4,1,0,0,40,39,0
28,4,141696,10,4,13,3,4,0,0,0,35,39,0
31,4,311584,11,4,5,0,4,1,0,1916,50,39,0
39,1,185684,9,2,12,0,4,1,0,0,40,39,1
38,4,166667,11,5,11,4,1,0,0,0,36,39,0
41,6,187334,15,0,4,1,4,0,0,0,32,39,0
22,4,212030,2,4,3,1,4,1,0,0,40,39,0
19,4,178581,15,4,12,3,4,1,0,0,22,39,0
57,4,214431,11,2,11,0,4,1,0,0,40,39,0
40,4,213211,15,2,12,0,4,1,0,0,63,39,0
34,4,183521,15,2,7,0,4,1,0,1870,40,39,1
26,0,249077,5,4,0,3,4,0,0,0,17,39,0
22,6,188900,15,4,5,2,4,1,0,0,72,39,0
30,4,30563,10,2,10,0,1,1,0,0,40,19,0
17,4,160326,1,4,6,3,4,1,0,0,21,26,0
41,2,171327,12,4,10,2,4,1,0,0,37,39,0
55,2,116130,15,0,8,4,2,0,0,0,37,39,0
40,2,155376,0,0,7,3,4,0,0,0,40,39,0
30,4,219067,9,4,11,2,4,1,0,0,40,39,0
31,4,370668,15,2,1,0,4,1,0,0,40,39,1
38,6,117282,15,4,4,3,4,1,0,0,59,39,0
20,4,93409,11,4,12,2,4,1,0,0,52,39,0
40,4,164746,11,2,3,0,4,1,0,0,45,39,0
36,4,226341,11,2,4,0,4,1,0,0,40,26,0
21,4,200797,2,4,3,2,4,1,0,0,40,39,0
49,6,148727,0,2,3,0,2,1,0,1984,40,39,0
57,2,219621,9,2,11,0,4,1,14987,0,40,39,1
50,4,96903,9,0,12,1,4,0,0,0,40,39,0
34,4,58621,9,2,10,0,4,1,0,0,44,39,0
18,4,233906,11,2,3,0,4,1,0,0,30,26,0
42,4,125465,9,0,4,4,2,0,0,0,40,39,0
33,4,234531,10,2,10,0,4,1,8401,0,45,39,1
45,2,179439,9,2,4,0,4,1,0,0,40,39,1
46,4,128184,9,4,10,1,4,0,0,0,50,39,0
70,6,133667,9,2,12,0,4,1,0,0,40,39,0
25,4,339441,11,4,6,4,2,1,0,0,40,39,0
42,1,113369,8,2,14,0,4,1,0,0,40,39,1
28,4,534277,1,4,7,3,4,0,0,0,30,39,0
32,5,207143,15,2,12,0,4,1,0,0,24,39,0
45,2,29578,11,2,12,0,4,1,0,0,21,39,0
45,0,29395,11,4,0,1,4,0,0,0,17,39,0
36,4,123191,9,0,13,4,4,0,0,0,55,39,0
26,4,169682,15,4,8,1,4,0,0,0,62,11,0
64,4,82622,11,6,12,1,4,0,0,0,44,39,0
34,4,389129,11,2,3,0,4,1,0,0,40,39,1
74,6,54856,11,2,3,0,4,1,0,0,40,39,0
22,4,370546,11,2,3,0,4,1,0,0,30,39,0
50,5,91867,15,0,8,4,2,0,0,0,22,9,0
23,4,236214,9,4,10,1,4,1,0,1618,47,39,0
37,2,228751,7,2,11,0,4,1,0,0,40,39,1
45,4,244971,15,2,7,0,4,1,0,0,40,27,1
43,2,183144,9,2,11,0,4,1,0,0,40,39,0
35,4,160676,15,4,3,3,4,1,0,0,40,11,1
32,4,132590,15,2,12,5,4,0,0,0,45,39,0
35,2,35478,7,2,10,0,4,1,0,0,45,39,1
27,2,387669,7,2,10,5,4,0,0,0,24,39,1
33,4,183847,11,4,14,1,4,1,0,0,45,39,0
59,4,129685,11,3,4,1,4,1,0,0,50,39,0
34,6,43069,11,0,3,1,4,1,0,0,40,39,0
31,4,477246,0,4,6,2,4,1,0,0,40,26,0
27,4,38248,15,4,6,1,4,0,0,0,40,39,0
37,4,206027,9,0,13,1,4,0,0,0,31,39,0
17,0,295925,15,4,0,3,4,1,0,0,22,39,0
45,4,143194,9,5,4,1,4,1,0,0,57,39,0
36,6,42972,11,4,4,1,4,1,0,0,40,39,0
30,6,413035,12,0,10,1,4,0,0,0,30,39,0
30,2,208044,11,4,10,3,4,0,0,0,40,39,0
33,4,235166,11,4,3,2,4,1,0,0,40,39,0
78,0,117825,8,6,0,1,4,0,0,0,20,39,0
59,6,354769,0,2,5,0,4,1,0,0,47,39,0
22,4,221551,11,4,14,3,4,1,0,0,40,39,0
45,5,175319,15,2,3,0,4,1,0,0,50,39,1
22,4,399779,0,5,7,1,4,1,0,0,30,39,0
53,4,201321,11,0,7,1,4,0,0,0,40,39,0
67,0,81401,11,2,0,0,4,0,0,0,91,39,0
22,4,192872,11,4,13,3,4,0,3420,0,40,39,0
53,4,117708,11,2,3,0,4,1,0,0,45,39,0
49,6,261092,8,2,3,0,4,1,0,2017,50,39,0
28,4,148383,4,2,3,0,4,1,0,0,40,4,0
44,6,358296,11,2,10,0,4,1,0,0,40,39,1
48,4,167998,7,2,11,0,4,1,0,0,59,39,1
37,2,329087,7,0,1,4,4,1,0,0,40,39,0
32,4,114129,9,2,13,0,4,1,0,0,40,39,0
49,6,100229,7,3,10,4,4,0,0,0,24,0,0
43,4,181753,8,2,3,0,4,1,0,0,40,39,1
61,6,141233,1,5,10,1,4,1,0,0,21,39,0
50,4,246879,10,2,10,0,4,1,14871,1889,40,39,1
28,4,27992,1,4,8,3,4,1,0,0,30,39,0
36,4,580705,9,2,10,0,4,1,0,0,45,39,1
45,7,221358,11,0,13,4,4,0,0,0,50,39,0
52,4,112278,12,0,4,4,4,0,0,0,45,39,0
56,4,87763,6,0,7,4,4,0,0,0,70,6,0
20,4,175736,2,4,12,1,4,0,0,0,16,39,0
36,4,146155,11,3,1,4,4,0,0,0,40,39,0
30,6,286414,9,2,3,0,4,1,0,0,50,39,0
32,4,103485,0,0,12,4,4,1,0,0,40,39,0
49,6,472838,11,2,5,0,4,1,0,0,40,39,0
48,4,176805,11,2,3,0,4,1,0,0,40,39,0
23,2,172561,1,4,6,3,4,1,0,0,40,39,0
35,6,73044,11,4,8,4,4,1,3315,0,20,39,0
19,4,107862,9,4,3,1,4,1,0,0,40,39,0
26,4,203482,0,2,7,0,4,1,0,0,40,39,0
24,4,172557,9,4,10,3,4,0,0,0,21,39,0
28,0,318315,15,4,0,3,4,1,0,0,34,39,0
31,4,169937,1,4,1,1,2,1,0,0,40,39,0
56,4,87250,5,2,6,0,4,1,0,0,40,39,0
21,4,78029,8,4,13,3,4,1,0,0,40,39,0
40,6,445476,11,2,12,0,4,1,0,0,40,39,0
18,6,167915,15,4,12,3,4,1,0,0,21,39,0
40,1,283413,8,2,13,0,4,1,7446,0,40,39,0
61,4,96540,11,0,7,1,4,1,7378,0,40,39,0
39,4,180274,15,2,14,0,4,1,0,0,70,39,1
41,4,200839,9,2,13,0,4,1,7579,0,50,39,1
34,4,203544,11,4,12,2,4,0,0,0,24,39,0
26,4,451547,6,2,6,0,4,1,0,0,19,39,0
18,4,237547,15,4,1,3,4,0,0,0,21,39,0
33,4,334482,11,4,12,1,4,0,0,0,40,39,0
45,4,281071,1,0,14,4,4,0,0,0,40,39,0
27,4,43054,15,4,3,1,4,1,0,0,61,39,0
47,4,109522,6,2,8,5,2,0,0,0,40,39,0
34,4,182948,10,2,10,5,1,0,0,0,14,3,1
34,4,167864,15,4,4,3,4,1,14959,0,45,39,1
30,0,33898,11,2,0,5,4,0,0,0,35,39,0
35,4,191805,11,2,13,0,4,1,0,0,40,39,0
28,7,226503,11,4,14,3,4,1,0,0,43,39,0
76,0,124709,11,2,0,0,4,1,0,0,11,39,0
46,4,129470,11,2,1,5,4,0,0,0,55,39,1
36,4,170518,11,2,13,0,4,1,0,0,40,39,1
34,4,361904,2,0,10,3,4,1,0,0,32,39,0
64,6,175540,11,2,3,0,4,1,0,0,40,39,0
41,6,267247,8,2,3,0,4,1,0,0,40,39,1
46,4,137433,15,2,14,0,4,1,0,0,50,39,0
47,5,506709,10,2,3,0,4,1,0,1889,40,39,1
24,4,142078,1,4,6,3,4,1,0,0,40,39,0
55,1,83409,12,2,10,0,4,1,0,0,40,39,1
52,4,120917,10,2,3,0,1,1,0,0,40,3,0
32,4,133794,9,4,1,3,2,0,0,0,36,39,0
25,4,164440,4,4,7,3,4,1,0,0,40,39,0
62,4,24765,15,0,8,4,4,0,0,0,40,39,0
26,4,124376,15,2,10,5,4,0,0,0,20,24,0
34,2,69473,12,0,10,2,2,0,0,0,40,39,0
39,4,124884,4,0,7,1,4,1,0,0,40,39,0
54,4,115053,9,0,12,4,4,0,0,0,50,39,0
35,2,268034,11,2,11,0,4,1,0,0,40,39,0
21,4,233199,4,2,5,2,4,0,0,0,30,26,0
40,4,136391,9,2,10,5,1,0,0,0,40,0,0
19,4,109775,9,4,13,3,4,0,0,0,40,39,0
31,4,121328,15,0,8,3,4,1,0,0,48,39,0
26,4,208347,11,4,8,3,4,0,0,0,18,39,0
25,4,212551,1,4,1,3,2,0,0,0,40,39,0
34,4,180877,15,2,7,5,4,0,0,0,40,39,1
43,4,133346,15,0,1,4,4,0,0,0,40,39,0
23,6,118441,15,4,10,3,4,1,0,0,23,39,0
43,4,165011,11,4,3,1,4,1,0,0,37,39,0
42,4,185254,9,2,14,0,4,1,0,0,40,39,1
50,6,285544,11,0,12,4,0,1,0,0,50,39,0
44,4,281194,12,0,13,1,4,0,0,0,50,39,0
21,4,185990,9,4,10,2,4,1,0,0,40,39,0
47,4,87518,11,2,13,0,4,1,0,0,40,39,1
42,4,262189,15,2,4,0,4,1,0,0,40,39,0
34,4,228502,11,0,12,1,4,0,0,0,40,39,0
46,2,100935,12,0,1,1,2,0,0,0,40,39,0
23,4,300085,9,4,10,4,4,0,0,0,45,39,0
27,4,185282,15,4,4,4,4,0,0,0,30,39,0
47,4,280491,11,0,3,0,4,1,0,0,56,39,0
53,5,199156,12,0,4,1,4,0,0,0,50,39,1
61,4,122325,11,0,8,4,4,1,0,0,46,39,0
19,1,325535,11,4,1,3,2,0,0,0,14,39,0
28,4,325781,15,4,13,1,4,0,0,0,30,39,0
29,4,164220,14,4,7,1,4,1,0,0,40,39,0
18,4,138620,9,4,12,3,4,0,0,0,19,39,0
39,4,120619,11,4,14,1,4,1,3352,0,40,39,0
55,5,35638,11,2,5,2,4,1,0,0,70,39,0
33,4,329493,11,0,7,4,4,0,0,0,40,39,0
49,4,188843,9,2,13,0,4,1,7411,0,50,39,1
40,4,233073,8,0,13,4,4,0,0,0,50,39,0
21,4,141034,0,4,8,3,2,1,0,0,58,39,0
25,4,297142,0,2,7,0,4,1,0,0,40,39,0
29,4,173603,11,4,1,1,4,0,0,0,46,39,0
27,1,273581,15,4,13,3,4,0,0,0,40,39,0
59,4,202171,11,2,12,0,4,1,0,0,43,39,1
48,4,290712,2,0,12,1,4,0,0,0,36,39,0
48,4,196885,9,2,11,0,4,1,7458,0,43,39,1
41,4,304355,11,2,3,0,4,1,0,0,45,39,1
43,2,296984,0,2,5,0,4,1,0,0,22,39,0
21,6,198511,9,0,10,4,4,0,0,0,50,0,0
49,4,97523,11,2,4,0,4,1,0,0,81,39,1
38,4,171945,11,2,4,0,4,1,0,0,50,39,1
45,4,295149,8,2,13,0,4,1,0,0,50,39,1
44,4,161667,11,0,3,4,4,1,0,0,92,39,1
67,6,232972,5,2,5,0,4,1,0,0,61,39,0
22,4,105903,15,4,3,3,4,1,0,0,40,39,0
41,4,29346,15,0,10,4,0,0,0,0,40,39,0
18,4,329170,15,4,12,3,4,1,0,0,24,39,0
44,4,69198,9,2,4,0,4,1,0,0,40,39,1
28,4,139530,11,4,1,3,4,0,0,0,40,39,0
20,4,320706,9,4,10,1,4,0,0,0,57,39,0
48,6,194378,11,2,8,5,4,0,0,0,40,26,0
35,2,184606,11,2,11,0,4,1,0,0,40,39,1
18,4,107064,15,4,6,3,4,0,0,0,31,39,0
30,4,117536,15,0,13,3,4,0,0,0,40,39,0
34,4,225972,11,2,1,5,4,0,0,0,35,39,0
