age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
49,4,350061,15,2,4,0,4,1,3937,0,40,39,1
56,6,154626,9,2,1,5,4,1,0,0,50,39,1
18,4,259756,14,4,1,1,4,0,0,0,21,39,0
54,4,38211,11,3,8,4,4,0,0,0,46,39,0
42,4,267504,11,2,12,0,1,1,0,0,45,39,1
28,1,109900,1,6,8,1,2,0,0,0,40,5,0
39,4,138630,4,2,3,0,4,1,0,0,40,39,0
35,4,147852,8,2,3,0,4,1,0,1995,58,39,1
36,4,218391,12,2,14,0,4,1,0,1991,45,39,0
68,4,160791,15,4,10,5,1,0,0,0,38,39,1
65,2,98511,10,5,14,1,4,0,0,0,67,39,0
22,4,276452,15,0,7,4,3,0,0,0,40,14,0
35,4,173312,11,2,7,0,4,1,0,0,45,39,0
21,4,220845,8,4,1,3,4,0,0,0,40,40,0
43,1,56476,15,2,3,0,4,1,0,0,50,39,0
36,4,230769,9,5,0,4,4,0,0,0,36,34,0
40,0,264470,7,5,1,1,4,0,0,0,40,39,0
54,4,169184,5,2,12,0,4,0,90735,0,50,39,1
23,4,478952,4,6,10,1,2,0,0,0,40,26,0
28,4,134681,15,4,0,1,4,0,0,0,21,23,0
41,2,372975,15,2,7,0,4,1,4963,1991,40,39,1
23,4,229304,15,4,8,1,2,1,0,0,36,39,0
58,7,33849,4,2,4,0,4,1,0,0,59,39,1
23,4,226696,0,4,8,3,4,0,0,0,37,39,0
27,0,240456,11,6,1,4,2,0,0,0,50,39,0
31,4,43741,0,5,0,4,4,0,0,2358,40,39,0
63,4,154018,10,2,4,5,4,1,5231,0,40,29,1
58,5,43788,7,2,10,5,4,1,0,0,58,39,1
45,4,327162,9,2,4,0,1,1,0,0,40,39,1
21,4,260765,11,4,11,3,4,1,0,0,30,39,0
44,4,159657,15,2,13,0,4,1,0,1891,40,25,1
20,1,273172,11,4,12,1,4,1,0,0,40,39,1
45,4,92034,9,2,11,0,4,1,0,0,36,39,1
21,4,130710,10,4,4,3,2,1,0,0,40,33,0
40,6,99230,11,2,1,4,4,0,0,0,40,39,0
35,4,194428,11,3,1,1,4,1,0,0,40,39,0
22,4,311437,8,4,1,1,4,0,0,0,40,39,0
73,6,153263,9,0,10,1,4,0,0,0,70,39,0
39,4,108344,11,2,3,0,4,1,0,0,21,39,1
39,6,326605,14,2,3,0,4,1,7639,0,22,39,0
45,6,160253,15,2,12,2,4,1,0,2337,40,39,1
33,4,130974,11,2,8,0,4,1,0,0,40,19,0
21,4,109267,15,4,1,2,4,0,0,0,40,39,0
54,6,57184,15,2,10,0,2,1,0,0,50,39,1
46,1,156192,12,2,13,0,4,1,0,0,22,39,0
50,4,144064,15,4,1,3,2,0,0,0,40,39,0
20,4,215110,15,4,8,3,4,1,0,0,30,39,0
24,7,42563,11,0,12,4,2,0,0,0,40,37,0
61,2,418636,9,2,4,0,4,1,5961,0,45,39,1
50,2,126207,11,2,7,1,4,1,0,0,36,39,0
46,2,430650,9,2,10,0,4,1,8415,0,50,39,1
33,4,145892,11,2,3,0,2,1,0,0,58,39,0
19,3,111407,15,4,10,4,4,0,0,0,40,39,0
30,4,242801,11,6,6,4,2,0,0,0,40,39,0
51,4,267394,11,2,14,4,4,1,0,0,36,39,1
52,6,325432,15,4,6,1,4,0,0,2352,38,39,0
67,4,107312,11,0,4,1,4,1,0,0,50,39,0
22,4,273925,9,4,8,1,4,0,0,0,40,39,0
22,4,153023,7,4,1,3,2,1,0,0,45,39,0
38,4,187007,15,2,3,0,4,1,0,0,40,39,1
32,4,167579,11,5,12,1,4,1,6231,0,40,39,0
20,4,183737,3,4,8,3,4,0,0,0,30,39,0
68,4,139899,15,2,10,1,4,0,0,0,40,39,0
39,4,261080,15,2,7,0,4,1,0,0,40,39,0
58,6,170616,8,0,1,1,4,1,0,0,37,39,0
37,5,157568,11,2,3,0,4,1,0,0,30,39,1
67,4,175259,2,0,12,1,4,0,0,0,24,39,1
41,0,161042,11,2,12,0,1,1,9721,0,40,39,1
66,6,143007,11,0,8,1,4,0,0,0,12,39,0
24,4,180889,9,4,10,3,4,1,0,0,40,39,0
71,6,156574,12,1,4,5,4,0,0,1052,51,39,1
40,4,114797,0,4,10,1,4,0,0,0,40,39,0
26,4,431102,11,4,1,1,2,0,0,0,40,34,0
39,4,208895,11,2,1,0,1,1,0,0,45,39,0
20,4,331236,1,4,14,1,2,0,20901,0,40,39,1
61,6,152923,11,2,7,4,1,1,0,0,38,39,0
29,4,377151,11,0,1,4,0,1,0,0,40,13,0
32,4,169267,11,0,3,2,4,0,0,0,40,39,0
22,0,134116,5,4,6,5,2,0,0,0,45,29,0
39,8,172303,11,2,4,0,4,1,0,0,40,24,0
35,4,117431,11,2,12,0,4,1,0,0,82,39,0
68,7,62540,15,2,10,5,4,0,0,0,40,39,0
55,4,129720,9,0,10,1,4,0,0,0,37,39,0
25,4,178256,15,4,8,1,2,0,0,0,40,0,0
40,4,298265,9,2,11,0,2,1,0,0,40,39,0
36,6,251368,11,2,7,0,1,1,0,0,40,39,0
21,4,480671,9,4,6,3,2,0,0,0,40,39,0
35,4,272806,11,4,1,1,3,0,0,0,40,39,0
44,5,193959,11,0,12,1,2,0,0,0,10,39,0
31,4,270077,15,4,7,3,2,1,0,0,40,39,0
32,6,151560,11,2,3,0,4,1,0,0,58,39,0
27,4,206043,15,4,12,3,2,1,0,0,40,39,0
21,4,387573,15,4,1,3,4,0,0,0,50,39,0
47,1,336381,11,2,10,5,1,0,19573,0,49,39,1
35,4,255447,4,2,3,0,4,1,0,0,58,0,0
42,2,95866,11,6,13,4,2,0,0,0,40,39,0
29,6,46989,0,4,0,1,4,0,0,0,36,39,1
34,2,344980,6,0,8,0,2,0,0,0,45,39,0
24,3,195479,7,4,10,4,4,0,0,1633,40,14,0
61,0,107143,0,6,3,1,4,0,0,2398,55,39,0
37,4,269774,11,2,12,0,4,1,0,0,40,39,0
21,4,135682,2,4,8,1,4,1,0,0,36,39,0
38,4,172975,11,4,3,1,4,1,0,0,40,39,0
19,4,458300,15,4,8,3,2,1,0,1614,30,3,0
32,6,124248,9,0,12,1,4,0,6400,0,40,39,0
58,1,138882,15,4,12,3,4,1,0,0,30,39,0
50,4,140786,11,2,3,0,4,1,0,0,59,39,0
44,5,200485,11,2,3,0,4,1,0,0,45,39,0
35,4,126317,11,2,11,0,4,1,0,0,40,39,0
48,4,150994,15,4,10,1,1,0,0,2348,49,39,1
47,7,270569,11,2,4,0,4,1,0,0,41,39,0
22,4,104377,1,4,0,1,2,1,0,0,11,39,0
38,4,55190,15,2,10,0,4,1,0,0,45,39,0
37,6,198622,5,2,14,0,4,1,0,0,11,39,0
55,4,145437,0,2,12,0,4,1,0,0,36,39,0
41,7,168968,15,6,13,4,4,0,0,0,40,39,0
42,4,204528,11,2,11,0,4,1,0,0,40,39,0
40,4,854943,9,4,8,5,4,0,0,0,1,39,0
40,6,238238,12,2,3,0,4,1,0,0,45,39,1
21,4,222597,9,4,1,2,4,0,0,0,40,39,0
34,2,386566,11,2,10,0,2,1,0,0,30,39,0
56,4,130744,9,2,4,0,4,1,3724,1987,40,39,1
36,5,144828,12,2,3,0,4,1,0,0,36,39,0
58,6,98924,12,2,4,0,4,1,0,0,40,39,1
20,1,39477,11,4,14,1,4,1,0,0,40,37,0
44,4,92716,15,5,1,4,4,0,0,0,40,39,0
39,6,139684,15,2,3,0,4,1,0,0,40,39,0
26,2,54441,9,4,13,2,4,1,0,0,10,33,0
44,7,211727,14,2,0,0,3,1,0,0,58,28,1
54,4,294112,11,2,10,0,4,1,0,0,45,18,1
33,0,252826,9,4,9,3,4,1,0,0,40,39,0
22,0,258334,15,4,1,3,4,1,0,0,36,39,0
33,6,201495,11,2,1,0,4,1,0,0,40,39,1
59,1,47138,9,4,4,3,4,0,0,0,40,39,0
63,4,227474,6,5,1,1,4,0,0,0,34,39,0
35,0,149898,11,2,3,0,4,1,0,0,30,39,0
21,5,38669,0,4,11,1,4,1,0,0,40,40,0
41,6,173817,7,2,1,1,4,1,0,0,40,39,0
23,4,388432,11,4,14,1,4,0,0,0,10,39,0
42,4,198886,14,2,4,0,4,1,0,0,40,39,0
59,0,212183,11,2,12,0,1,1,0,0,36,39,1
56,4,153493,15,2,10,0,4,1,0,1985,40,39,1
18,4,125786,0,4,12,1,3,1,0,1617,21,39,0
20,4,131376,11,4,1,1,2,1,0,0,36,39,0
28,4,44093,11,4,7,5,2,0,0,0,40,19,0
34,4,53745,14,2,12,0,4,1,0,0,40,39,0
37,7,244064,9,2,3,0,4,1,0,0,40,39,1
61,4,257747,15,2,4,0,4,1,0,0,40,39,1
26,4,222837,8,4,12,1,2,1,0,0,21,39,0
50,6,183193,12,2,7,0,4,1,0,0,40,39,1
28,4,208402,1,4,12,4,2,0,0,0,21,34,0
27,4,125641,15,4,12,3,4,1,0,0,40,39,0
20,4,184272,15,4,12,3,4,1,0,0,40,39,0
70,4,158049,1,4,4,1,4,0,0,0,66,39,1
27,7,324090,10,4,3,1,4,1,0,0,40,39,0
28,4,40047,2,4,4,1,2,0,0,0,40,29,0
24,4,250614,15,0,8,3,4,1,0,0,40,39,0
21,4,388639,11,4,1,1,4,1,0,0,50,39,0
68,6,172081,0,0,4,1,4,1,35733,0,68,39,1
29,4,178530,9,4,6,3,4,0,0,0,40,39,0
20,4,104273,15,4,6,2,4,1,0,0,36,36,0
36,6,501124,15,2,10,0,4,1,16520,0,50,0,1
39,4,210390,14,0,3,4,2,0,0,0,40,39,0
59,4,67540,11,2,12,0,4,1,0,0,21,39,0
58,4,23684,11,5,11,1,4,1,0,1622,30,39,0
49,0,128648,7,4,13,3,4,0,0,0,40,39,0
33,4,169735,1,2,8,0,2,1,0,0,45,39,0
41,4,89209,11,0,3,1,4,0,0,0,40,39,0
37,4,187002,7,3,8,4,2,0,0,0,40,39,0
19,4,201675,11,0,3,5,2,1,0,0,40,39,0
21,4,206327,1,4,8,3,4,1,0,0,40,39,0
34,4,477976,11,6,1,4,4,0,0,0,40,39,0
35,4,346069,15,2,1,0,0,1,13988,0,40,39,0
48,4,193017,11,0,13,1,4,1,0,0,40,39,0
37,4,299848,11,2,10,0,3,1,0,0,40,39,0
53,5,116702,2,2,10,0,4,1,0,1983,40,39,1
50,4,200066,15,0,8,1,4,0,0,0,40,39,0
68,5,171468,12,2,4,5,4,0,15255,0,38,39,1
28,4,199160,7,4,10,1,4,1,0,0,40,39,0
61,4,107650,9,2,1,5,4,1,0,0,47,39,0
19,4,224702,9,4,8,1,4,1,0,0,36,39,0
52,8,169861,15,2,8,0,4,1,0,0,41,39,1
22,1,39800,11,4,7,3,2,1,0,0,81,14,0
25,4,338474,1,0,10,1,2,0,0,0,30,6,0
53,6,320053,12,2,10,0,4,1,0,0,40,39,1
46,4,266032,11,4,1,3,4,1,0,0,21,39,0
57,4,228250,15,4,6,3,4,0,0,0,13,39,0
40,5,150025,2,2,10,5,4,1,0,0,45,39,1
40,4,552418,2,2,11,0,4,1,0,0,40,26,0
36,4,172006,9,6,8,3,2,1,0,0,40,39,0
47,4,230456,14,2,3,0,4,1,0,0,46,39,1
44,4,39046,15,4,3,2,4,0,0,0,21,39,0
43,4,106245,0,4,8,1,2,1,0,0,21,39,0
33,4,103596,11,2,11,0,0,1,0,0,81,39,0
39,2,116565,15,2,3,0,4,1,0,0,59,39,1
47,6,240677,9,2,3,0,4,1,0,0,40,39,1
41,4,139668,4,2,1,0,4,1,0,0,40,39,0
20,4,181151,12,4,12,3,4,0,0,0,45,39,0
38,4,125327,15,2,14,0,3,1,0,0,45,39,1
63,2,130870,12,2,4,5,4,1,96939,0,50,39,1
40,7,155640,9,2,3,0,4,1,0,0,30,39,1
44,7,186470,11,2,14,0,4,1,0,0,40,39,1
32,4,274041,15,2,12,0,4,1,0,0,40,39,0
33,7,37023,11,2,7,0,2,1,0,0,40,39,0
21,4,179842,9,4,7,1,4,0,0,0,21,39,0
26,2,331127,1,4,8,1,4,0,0,0,40,39,0
62,7,27543,11,0,1,4,4,0,0,0,40,39,0
19,4,269901,15,5,13,4,4,0,0,0,10,39,0
49,4,203938,15,6,12,4,4,0,0,0,40,39,0
60,5,113358,15,2,10,0,4,1,0,0,40,39,1
25,4,221433,11,4,7,1,2,1,0,0,40,39,0
58,4,162786,15,4,10,3,4,0,0,0,23,39,0
28,4,129171,11,6,1,4,4,0,0,0,45,34,0
18,4,40333,1,4,6,3,3,0,0,0,40,39,0
37,4,388209,11,2,0,0,4,1,0,0,45,39,1
43,6,51386,7,0,1,4,4,0,0,0,30,39,0
22,4,179832,15,5,8,1,4,1,0,0,45,39,0
20,4,108383,11,4,1,1,2,1,0,2407,40,39,0
27,1,95197,11,4,0,1,4,0,0,0,40,39,0
50,4,133851,15,4,1,1,4,1,0,0,40,26,0
18,4,186400,7,4,12,1,2,0,0,0,45,39,0
58,6,42513,9,2,10,0,4,1,0,0,50,24,1
28,4,116823,8,0,12,1,2,0,0,0,70,39,0
35,4,184749,15,0,6,4,4,0,0,0,13,35,0
25,4,59637,15,0,7,4,2,0,0,0,21,39,0
50,4,178692,14,2,1,0,1,1,0,0,58,39,1
21,4,330336,0,4,12,1,4,1,0,0,30,39,0
19,4,184827,15,4,0,1,4,1,0,0,40,30,0
41,4,312387,9,2,10,0,4,1,0,0,58,39,1
20,4,255742,11,4,1,1,4,1,0,0,40,39,0
33,4,632040,11,2,7,0,4,1,0,0,40,23,0
33,4,30113,15,0,4,1,4,0,0,0,32,39,0
59,4,177456,11,4,0,3,4,1,0,0,40,39,0
19,0,266492,0,4,8,1,4,0,0,0,40,39,0
59,0,126745,9,4,4,3,4,0,0,0,51,39,0
36,6,332318,15,2,1,0,4,1,0,1598,40,39,0
41,4,121171,11,4,14,3,4,1,0,2378,30,39,0
35,2,364010,1,0,12,1,4,0,0,0,50,39,0
38,4,215044,15,4,1,1,4,0,1389,0,40,39,0
36,4,239558,1,0,13,4,2,0,0,0,45,39,0
23,4,113876,15,4,9,1,4,1,0,0,50,39,0
53,4,59351,9,2,10,0,4,1,0,0,31,39,0
22,1,136983,11,5,10,1,2,0,0,0,70,39,0
35,4,152958,11,2,3,0,1,1,0,0,45,39,0
35,4,195778,12,4,12,4,2,0,0,0,45,39,0
46,4,257311,7,2,4,0,4,1,15688,0,40,39,1
25,6,102322,11,4,0,3,4,1,0,0,40,39,0
30,4,344116,11,0,10,4,2,0,0,0,40,39,0
25,4,161476,15,6,10,4,0,0,0,0,40,39,0
41,6,88849,15,2,5,0,4,1,0,0,45,39,0
36,7,338315,5,2,13,0,4,1,0,0,40,39,1
23,4,272798,11,2,8,4,4,0,0,0,40,39,0
69,4,148576,15,0,1,1,4,0,0,0,40,39,1
37,4,180127,4,2,1,2,4,1,0,0,40,39,0
33,7,385608,15,2,13,0,4,1,0,0,40,39,0
35,7,180794,8,4,13,3,4,0,0,0,40,39,0
55,4,72022,1,5,10,4,4,0,0,0,11,39,0
57,4,322327,11,0,8,4,4,0,2293,0,40,39,0
30,7,266769,12,4,7,3,4,0,0,0,40,39,0
60,4,74719,15,2,8,0,1,0,0,0,40,39,0
40,4,330555,11,2,14,0,4,1,0,0,40,39,1
20,4,261046,15,4,8,1,4,1,0,0,21,39,0
56,0,275685,9,2,6,0,4,1,0,0,59,39,1
47,4,272026,15,2,5,0,1,1,0,0,40,39,1
38,2,206643,11,2,1,0,2,0,0,0,40,39,0
37,2,238289,9,2,13,0,1,1,0,0,45,39,1
24,0,221169,14,4,11,2,1,0,0,0,40,39,0
53,4,123756,15,2,13,0,4,1,0,0,40,39,0
31,4,238861,11,2,14,0,4,1,0,0,40,39,0
20,4,211569,11,4,0,1,4,0,0,0,10,39,0
43,8,239248,15,0,0,2,2,0,0,0,40,14,0
23,4,260121,11,4,8,2,3,0,0,0,40,39,0
63,5,167879,14,2,4,0,4,1,0,0,50,39,1
54,7,105703,8,2,13,0,4,1,13536,0,50,39,1
19,4,138098,2,4,0,1,4,1,0,0,36,39,0
22,4,389438,12,5,1,1,2,1,0,0,40,39,0
18,4,94651,15,0,8,1,4,1,0,0,40,39,0
39,4,166130,12,2,7,0,4,1,0,0,58,39,0
38,4,319650,11,2,11,0,4,1,0,2351,30,39,0
61,4,122052,11,2,4,1,4,0,25279,0,39,39,1
58,4,62622,8,2,5,0,4,1,0,0,45,39,1
33,2,213726,5,2,3,0,2,0,94939,0,40,0,0
24,4,35941,11,6,12,2,4,1,0,0,40,4,0
36,4,331533,11,2,3,0,1,1,2519,0,40,39,0
22,4,131422,5,4,3,1,3,1,0,0,50,31,0
35,4,250267,11,0,1,4,3,0,0,0,40,39,0
33,4,93201,11,2,3,0,4,1,0,0,45,39,0
48,4,175679,11,2,10,0,4,1,4216,0,40,39,1
25,4,329671,12,6,1,4,2,0,0,0,40,39,0
24,4,39914,11,4,4,1,4,1,0,0,45,31,0
59,5,252916,9,2,8,0,1,1,0,0,59,39,1
52,4,130747,11,1,0,5,4,1,0,0,46,39,0
19,4,108435,9,4,1,3,4,1,3392,0,21,39,0
35,4,234354,11,0,7,4,2,0,3165,0,40,39,0
31,7,218829,7,4,10,2,4,0,3719,0,58,39,0
31,0,100130,1,4,1,1,4,1,0,0,21,39,0
57,4,123437,9,0,4,1,4,0,0,0,51,39,1
42,4,134729,15,2,10,0,4,1,0,0,40,39,1
43,4,114018,5,2,3,0,4,1,0,0,45,39,0
33,6,236490,11,2,3,0,4,1,0,0,40,13,0
41,4,99380,10,2,3,0,4,1,0,0,58,39,1
37,4,318424,11,2,10,0,4,1,0,0,45,39,0
25,4,105665,9,0,8,1,2,1,0,0,11,30,0
40,4,517287,11,2,8,0,4,1,0,1990,36,39,0
62,4,241175,15,2,4,5,4,1,6588,0,40,39,1
18,4,207134,15,4,10,3,3,0,0,0,30,39,0
45,2,124982,15,2,3,4,4,1,0,0,11,39,0
33,4,330317,11,2,3,0,4,1,0,0,40,39,1
28,4,442349,11,0,5,4,2,0,0,0,40,6,0
32,4,428548,1,2,14,0,1,1,0,1894,40,39,0
27,4,479464,15,4,8,1,4,1,0,0,40,39,0
21,4,37894,11,4,8,1,4,0,0,0,40,39,0
41,4,372856,11,2,7,0,4,1,0,0,40,39,0
20,4,132262,5,4,14,3,4,0,3256,0,36,39,0
37,4,190937,15,1,12,4,2,0,0,0,40,34,0
36,4,300296,9,2,7,0,4,1,0,0,40,39,1
59,7,177106,7,4,1,3,4,0,0,0,40,39,0
18,4,218750,7,4,6,1,4,1,0,2320,36,39,0
48,4,187521,5,5,8,1,4,0,0,0,68,39,0
22,4,180288,12,4,0,1,4,0,0,0,40,22,0
41,4,269194,9,6,3,1,4,0,0,0,40,24,0
49,4,170777,0,2,4,0,4,1,0,0,30,39,1
21,4,101809,11,4,10,3,2,1,0,0,40,6,0
44,4,337878,4,2,4,0,4,1,0,0,40,33,1
53,4,32201,9,2,13,0,4,1,0,0,50,39,1
40,2,281731,11,2,5,0,4,1,0,0,50,39,0
27,4,427362,15,4,12,4,2,1,0,0,40,39,0
42,0,66056,15,2,4,0,4,1,0,0,22,3,0
26,4,330647,11,4,3,1,4,0,0,0,40,39,0
59,4,47880,9,0,4,0,4,1,0,0,50,39,0
41,4,357798,9,2,3,0,4,1,16042,0,58,39,1
63,4,312634,0,6,13,1,4,0,0,0,40,39,0
52,6,295584,15,2,10,0,2,1,0,0,40,39,1
41,0,177608,11,2,1,0,4,1,0,0,40,39,0
49,6,301444,15,2,12,0,4,1,0,992,50,39,1
18,4,340676,0,4,12,1,4,1,0,0,30,39,0
35,4,335758,15,0,0,1,4,1,0,0,82,39,0
19,4,262157,7,4,1,3,2,1,0,0,36,39,0
23,4,376981,8,4,7,1,1,0,0,0,40,39,0
55,4,329435,9,4,0,1,4,0,0,0,11,39,0
22,4,383151,7,4,12,2,2,0,0,0,40,39,0
19,4,214692,11,4,0,4,4,0,0,0,45,39,0
64,4,115021,7,4,0,1,4,0,0,0,25,39,0
48,4,96511,12,2,8,0,4,1,7652,0,40,39,1
56,0,141821,15,2,8,0,4,1,13356,0,59,39,0
38,4,274681,12,1,12,0,2,0,0,0,58,39,0
59,5,264272,15,2,4,0,3,1,0,0,40,26,1
25,4,167838,15,0,1,4,4,0,0,0,40,39,0
40,4,165012,11,2,12,0,4,1,8049,0,45,39,1
51,4,115466,9,2,10,0,3,1,3294,0,45,39,1
41,4,165282,11,2,1,0,4,1,0,0,45,39,0
35,4,190402,11,2,14,0,4,1,0,0,40,39,0
36,4,180166,9,2,12,0,4,1,0,0,40,39,0
21,7,323276,11,4,7,3,2,1,0,0,40,39,0
43,4,112270,11,2,5,0,4,1,0,0,40,39,1
56,4,377426,11,0,10,1,4,1,0,0,39,39,1
60,4,129183,7,2,4,5,4,1,3035,0,49,39,1
30,4,198442,15,4,1,3,4,1,0,0,40,39,0
39,2,147990,5,2,4,0,4,1,0,1991,45,39,1
22,4,231122,11,0,8,2,4,0,0,0,21,39,0
24,4,137401,0,4,7,1,4,0,0,0,30,39,0
43,4,65012,11,5,10,4,4,0,0,0,50,39,0
38,8,97328,11,2,3,0,3,1,0,1892,40,39,1
54,4,121658,9,2,4,0,4,1,14461,0,40,14,1
32,4,366240,15,2,3,0,4,1,0,2369,50,39,1
65,4,44479,11,2,12,1,4,0,15077,0,65,39,0
35,4,292258,15,5,9,3,4,1,0,0,50,26,0
59,0,273558,11,4,0,4,4,1,0,0,36,39,0
26,4,403229,11,1,12,3,2,0,0,0,30,26,0
21,4,446121,1,5,12,1,4,1,0,0,45,39,0
55,1,166757,9,2,4,5,4,1,0,0,40,39,1
34,4,109828,11,2,5,0,4,1,0,0,36,13,0
60,2,135312,15,2,12,0,4,1,5770,0,46,39,1
19,4,262534,15,4,3,2,4,1,0,0,11,39,0
32,5,231785,11,2,7,0,2,1,0,0,21,39,0
61,5,226353,9,2,4,0,4,1,0,0,59,39,1
33,4,349513,11,2,13,0,4,1,0,0,45,6,0
37,4,273933,4,2,7,0,4,1,0,0,40,39,0
43,6,348067,15,2,8,4,4,0,0,0,16,39,0
20,4,41797,15,5,8,3,4,1,0,0,45,39,0
31,2,295332,4,2,12,0,4,1,0,0,58,8,0
31,4,413452,1,5,5,4,2,0,0,0,40,39,0
44,4,267297,11,2,8,0,4,1,0,0,45,6,1
34,4,205547,12,2,1,0,4,1,3357,0,21,39,0
30,4,330743,0,4,12,1,4,0,0,0,40,39,0
21,4,105469,4,4,1,2,3,0,0,0,58,39,0
19,4,33941,15,4,11,3,4,1,0,0,40,39,0
20,4,277971,14,4,12,1,4,0,0,0,29,39,0
32,4,275736,9,2,3,0,4,1,0,0,40,39,1
50,4,201764,4,2,8,0,4,1,0,0,50,39,1
22,1,255804,11,4,8,3,4,0,0,0,40,39,0
20,4,323307,15,4,8,3,4,0,0,0,40,39,0
34,0,246497,15,2,10,0,1,1,0,0,50,39,0
20,4,132918,9,4,7,1,4,1,0,0,45,39,0
51,4,166842,10,2,4,0,4,1,0,0,40,39,0
20,4,132782,1,4,1,3,4,1,0,0,40,6,0
34,2,72026,9,2,3,0,4,1,0,0,10,39,1
52,0,93477,15,4,1,1,4,1,0,0,40,39,0
34,4,138013,2,2,1,0,4,1,0,0,40,39,1
21,4,385037,2,4,1,1,4,1,0,0,40,39,0
21,4,133395,15,4,4,1,4,0,0,0,21,39,0
62,1,149565,9,2,12,0,4,1,1277,0,60,39,1
23,4,215924,11,4,3,1,4,1,0,0,40,39,0
56,6,71990,15,2,7,0,4,1,0,0,50,39,0
27,1,337194,15,4,7,1,2,1,0,0,40,39,0
21,4,183433,12,5,12,2,2,0,0,0,40,2,0
42,4,113994,15,4,13,2,4,0,0,0,40,39,0
33,4,175908,11,2,4,0,1,1,0,0,21,39,0
26,4,120161,9,4,3,3,4,1,0,0,40,39,0
45,4,228863,13,2,7,0,4,1,5017,0,45,13,1
39,4,123777,0,2,3,4,4,0,0,0,11,39,0
41,4,238059,9,2,0,0,4,1,0,0,40,39,0
63,4,130891,0,0,10,1,4,0,0,0,45,39,0
22,4,381803,3,4,1,1,2,0,0,0,45,39,0
39,4,193021,9,2,4,0,4,1,0,0,58,39,1
43,1,100480,15,2,11,0,4,1,0,0,50,39,0
39,4,138745,9,6,1,1,2,1,0,0,40,39,0
44,5,36984,9,2,14,0,4,1,0,0,58,30,1
25,4,151056,11,3,5,1,4,0,0,0,40,39,0
35,4,116405,15,2,13,0,4,1,0,0,40,39,0
63,6,217754,8,0,10,5,4,0,0,0,52,39,1
33,5,39169,15,2,12,0,4,1,0,0,30,39,0
21,4,180861,12,4,9,3,4,1,0,0,40,5,0
67,4,274135,9,4,8,1,4,0,0,0,36,39,0
33,4,190536,9,6,10,2,4,0,0,0,40,39,0
52,1,162004,11,2,13,0,4,1,0,1985,50,39,1
44,4,122863,13,2,4,0,4,1,0,0,45,39,1
22,7,101574,15,4,12,1,2,1,0,0,36,41,0
48,4,237900,15,4,1,1,4,0,1850,0,50,39,0
38,4,489755,7,2,3,4,4,1,0,0,40,39,0
54,4,169871,15,0,8,2,4,1,0,0,40,24,0
61,4,211215,9,6,12,5,4,1,0,0,58,39,0
40,4,191663,11,5,9,0,4,0,0,0,40,39,0
38,2,187237,15,2,6,0,4,1,0,0,45,39,0
35,4,147503,8,2,14,0,4,1,0,0,40,39,1
20,4,235976,15,4,1,1,4,0,0,0,40,39,0
47,4,122145,11,2,3,0,4,1,0,0,40,7,0
20,4,42355,15,4,7,3,4,0,0,0,45,39,0
21,4,195022,15,4,8,1,4,0,0,0,50,39,0
25,4,109585,15,4,8,1,4,0,0,0,36,2,0
25,4,118935,11,6,4,1,2,0,0,0,40,15,0
41,6,149638,15,2,10,0,4,1,0,0,21,39,1
19,4,372886,1,4,1,1,2,0,0,0,69,39,0
61,4,137643,15,0,13,1,4,1,0,2335,39,39,0
29,4,124300,11,5,4,4,2,0,0,0,40,3,0
38,0,367095,6,4,1,1,2,0,0,0,40,39,0
33,4,260700,10,2,12,0,4,1,0,0,36,39,0
45,3,121066,9,2,7,0,4,1,0,0,59,39,0
36,0,142405,1,2,10,0,4,1,0,0,40,6,1
36,6,192237,11,2,13,0,0,0,0,0,40,39,0
58,0,70202,11,4,4,4,4,0,0,0,40,39,0
32,7,225454,11,2,7,0,4,1,0,0,40,6,0
41,1,323157,15,2,11,0,4,1,4518,0,58,39,1
45,6,15600,11,2,1,5,0,0,0,0,40,39,0
22,0,214896,15,4,6,3,4,1,0,2316,21,39,0
39,4,246085,15,2,13,0,2,1,0,0,59,39,1
53,1,153690,9,2,12,0,4,1,7586,0,30,39,1
28,4,404621,9,4,11,4,4,0,0,0,36,39,0
42,5,234712,11,2,10,0,4,1,0,0,40,39,1
42,4,227771,11,0,12,1,4,0,0,0,44,39,0
60,4,401086,8,2,4,1,4,0,0,0,34,39,1
51,4,140117,9,2,4,0,4,1,0,1986,40,19,1
36,4,120805,11,2,12,0,4,0,0,0,40,39,0
37,4,68467,9,2,3,0,4,1,0,0,40,39,0
41,2,165816,14,3,12,4,4,0,0,0,50,39,0
59,4,302820,12,2,4,0,4,1,0,0,45,39,1
53,4,209098,8,1,1,0,4,0,0,0,60,39,0
49,4,188180,12,2,4,0,4,1,15608,0,21,41,1
32,4,166025,11,1,12,4,4,0,0,0,40,39,0
51,4,120214,12,2,10,0,4,1,0,0,40,39,1
39,4,176498,11,2,10,0,4,1,31972,0,58,39,1
33,2,282006,11,2,11,0,4,1,0,0,40,39,1
37,4,89247,7,2,3,0,4,1,0,0,40,8,0
24,4,275426,1,5,10,3,4,0,0,2436,49,39,0
37,4,143682,11,2,14,0,4,1,0,1893,40,39,0
21,4,184996,15,4,6,3,4,0,0,2353,30,39,0
62,6,25358,9,0,13,1,4,1,0,0,60,39,0
